Booking_ID,no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_year,arrival_month,arrival_date,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_1,avg_price_per_room,no_of_special_requests,booking_status
INN24256,2,0,0,4,2,0,1,30,2018,11,29,2,0,0,0,74.8,1,1
INN05836,2,0,1,1,1,0,1,32,2018,10,15,1,0,0,0,85,0,1
INN14669,2,0,0,1,1,0,4,31,2018,5,20,2,0,0,0,140.4,1,1
INN13788,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,101.5,0,1
INN04996,2,0,0,2,1,1,1,33,2018,3,24,2,0,0,0,135.9,0,1
INN23381,2,0,0,1,1,0,1,22,2017,10,9,2,0,0,0,82.39,2,1
INN03780,2,0,0,2,2,0,1,35,2018,3,16,2,0,0,0,71.1,1,1
INN05221,1,0,0,1,1,0,1,53,2018,10,14,1,0,0,0,120,0,1
INN04058,2,0,0,4,1,0,1,129,2018,5,10,2,0,0,0,99.45,0,1
INN05324,1,0,0,1,1,0,1,26,2018,11,2,3,1,0,10,88,1,1
INN12102,2,0,0,1,1,0,1,38,2018,11,12,2,0,0,0,130,2,1
INN30827,3,0,2,2,1,0,4,56,2018,8,26,2,0,0,0,162,2,1
INN18488,3,0,0,3,1,0,4,53,2018,4,7,2,0,0,0,137.7,1,1
INN08829,2,0,0,3,1,0,1,0,2017,10,20,3,0,0,0,123,0,1
INN27181,1,0,0,1,1,0,1,1,2018,4,1,3,0,0,0,65,0,1
INN27468,2,0,2,3,1,0,1,232,2018,10,23,2,0,0,0,66.53,1,1
INN20789,2,0,0,3,1,0,4,21,2017,11,3,1,0,0,0,46.67,0,1
INN14621,1,0,1,0,1,0,1,5,2018,11,28,3,0,0,0,77,0,1
INN36053,2,0,2,1,1,0,1,73,2018,1,10,1,0,0,0,59.8,0,1
INN05664,2,0,2,5,1,0,4,65,2018,9,15,2,0,0,0,149.4,3,1
INN31309,1,0,0,2,1,0,1,14,2017,12,11,2,0,0,0,81,1,1
INN18599,2,0,2,6,1,0,1,55,2017,9,2,2,0,0,0,97.93,1,1
INN14909,2,0,2,3,2,0,1,45,2018,3,10,2,0,0,0,67.15,1,1
INN23235,1,0,0,2,1,0,1,42,2017,9,15,3,0,0,0,65,0,1
INN29525,1,0,0,1,2,0,1,1,2018,7,20,2,0,0,0,99,1,1
INN03584,2,0,0,2,1,0,1,14,2018,7,21,3,0,0,0,105,0,1
INN02812,1,0,2,2,1,0,1,31,2017,10,11,2,0,0,0,94.5,2,1
INN13462,1,0,0,1,1,0,4,6,2018,11,8,3,1,0,2,94,0,1
INN33335,3,0,1,2,1,0,4,229,2018,12,9,2,0,0,0,110.7,0,1
INN23668,2,0,2,1,2,0,1,13,2018,6,12,2,0,0,0,102.33,0,1
INN17751,2,0,0,4,1,0,4,11,2017,12,30,2,0,0,0,129.5,0,1
INN21145,2,0,1,3,1,0,4,83,2018,11,3,2,0,0,0,92,1,1
INN16571,2,0,0,2,2,0,1,79,2018,5,24,2,0,0,0,116.1,1,1
INN04495,1,0,0,1,1,0,1,9,2018,10,20,3,0,0,0,95,0,1
INN08523,2,0,1,4,1,1,1,142,2018,8,8,2,0,0,0,116.95,1,1
INN18138,2,0,0,2,1,0,1,127,2018,12,22,2,0,0,0,90,3,1
INN11982,2,0,0,1,2,0,1,70,2018,9,15,2,0,0,0,125.1,1,1
INN22720,2,0,1,2,1,0,1,207,2018,12,30,1,0,0,0,161.67,0,1
INN03817,2,0,0,1,3,0,1,55,2018,4,6,1,0,0,0,104,0,1
INN35417,2,0,0,4,1,0,1,99,2018,10,19,2,0,0,0,118.8,2,1
INN15328,3,0,0,1,1,0,1,37,2018,6,29,1,0,0,0,111.6,1,1
INN32129,1,0,0,3,1,0,1,1,2018,1,5,3,1,0,1,66,0,1
INN04433,2,0,2,1,3,0,1,150,2018,1,2,1,0,0,0,101,0,1
INN27725,1,0,0,1,1,0,1,11,2018,9,20,2,0,0,0,139,1,1
INN31975,1,0,0,3,3,0,1,88,2018,5,3,1,0,0,0,96,0,1
INN02411,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,109,0,1
INN31845,2,0,0,1,1,0,1,0,2018,1,14,2,0,0,0,72.8,0,1
INN19762,1,0,0,1,1,0,1,3,2018,5,19,1,0,0,0,45,2,1
INN33334,1,0,0,2,1,0,1,7,2018,12,27,3,1,1,8,65,1,1
INN13818,1,0,0,2,1,0,1,22,2018,3,16,3,0,0,0,89,0,1
INN28432,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN30304,1,0,0,3,1,0,1,271,2018,9,21,1,0,0,0,85.67,0,1
INN07588,2,0,0,3,1,0,1,17,2017,9,1,2,0,0,0,105,0,1
INN04935,1,0,0,1,2,0,1,27,2018,1,5,1,0,0,0,64.8,0,1
INN27042,2,0,0,2,2,0,1,66,2018,4,13,2,0,0,0,94.5,0,1
INN07279,2,0,0,2,1,0,1,27,2017,9,30,1,0,0,0,108,0,1
INN15396,2,0,2,4,1,0,1,261,2018,10,22,2,0,0,0,93.78,1,1
INN23505,3,0,2,3,1,0,4,117,2018,7,8,2,0,0,0,136.85,2,1
INN26391,2,0,0,2,1,0,1,86,2017,9,9,3,0,0,0,100,0,1
INN31183,1,0,0,3,3,0,1,71,2018,5,10,1,0,0,0,98,0,1
INN19067,2,1,2,1,1,0,1,60,2018,11,20,2,0,0,0,109.8,0,1
INN25364,1,0,0,1,1,0,1,99,2018,2,19,3,0,0,0,81,0,1
INN11565,2,1,1,0,1,0,1,8,2018,8,8,2,0,0,0,171,1,1
INN28251,2,0,2,1,2,0,1,93,2018,10,8,2,0,0,0,79,1,1
INN17660,2,0,0,1,1,0,4,26,2018,11,11,2,0,0,0,170,3,1
INN32415,2,0,0,3,1,0,1,44,2018,2,17,1,0,0,0,75,0,1
INN05887,2,1,0,1,1,0,1,6,2018,9,15,2,0,0,0,187,2,1
INN30072,1,0,0,1,2,0,5,8,2018,5,21,1,0,0,0,169,1,1
INN17384,3,0,2,3,1,0,1,93,2018,5,12,2,0,0,0,150.45,3,1
INN09665,1,0,1,0,1,0,4,21,2018,2,29,2,0,0,0,117,0,1
INN30947,1,0,0,3,1,0,1,71,2018,6,14,1,0,0,0,120,0,1
INN24269,1,0,2,5,1,0,1,15,2018,12,20,2,0,0,0,88.4,0,1
INN22254,2,1,0,2,1,0,4,8,2017,9,8,2,0,0,0,92.4,3,1
INN08549,2,0,1,0,2,0,1,1,2018,4,17,2,0,0,0,89,2,1
INN15108,2,0,0,4,1,0,4,0,2017,11,3,2,0,0,0,82.45,1,1
INN03512,2,0,0,3,1,0,1,103,2018,5,4,1,0,0,0,80,0,1
INN30484,2,0,0,1,3,0,1,83,2017,9,30,1,0,0,0,112.2,0,1
INN20972,2,0,1,3,1,0,4,95,2018,5,19,2,0,0,0,132.6,1,1
INN06835,1,0,0,2,1,0,1,192,2018,6,24,1,0,0,0,95,0,1
INN29437,2,0,2,1,1,0,1,98,2018,7,3,2,0,0,0,114.3,2,1
INN08174,2,0,0,3,3,0,1,55,2018,8,31,2,0,0,0,144,2,1
INN09348,2,0,1,2,1,0,4,6,2018,5,30,2,0,0,0,155,1,1
INN07452,2,0,0,2,1,0,1,59,2018,1,28,1,0,0,0,87,1,1
INN00614,3,0,1,2,1,0,1,191,2018,8,1,1,0,0,0,96.9,0,1
INN35537,2,2,0,1,1,0,6,66,2018,8,6,2,0,0,0,207.9,1,1
INN03375,2,1,0,3,3,0,1,150,2018,6,16,1,0,0,0,90,2,1
INN15113,2,1,2,5,1,0,4,31,2018,1,30,1,0,0,0,84.03,3,1
INN01092,2,0,0,1,1,1,1,138,2018,5,7,2,0,0,0,114.3,1,1
INN10468,2,0,2,6,3,0,1,34,2018,12,3,2,0,0,0,120.7,2,1
INN18374,0,2,2,3,1,0,2,142,2018,8,21,2,0,0,0,95.79,1,1
INN17189,2,0,0,1,2,0,1,8,2018,5,25,2,0,0,0,119,0,1
INN19967,3,0,2,3,1,0,4,71,2018,4,23,2,0,0,0,124.95,2,1
INN04622,2,0,0,4,1,0,1,4,2017,9,8,2,0,0,0,124,1,1
INN03954,2,0,0,5,2,0,1,7,2018,10,4,2,0,0,0,140,1,1
INN13128,1,0,0,2,1,0,1,1,2018,1,27,2,0,0,0,71.7,0,1
INN13549,2,0,2,5,1,0,1,41,2018,2,28,1,0,0,0,66.29,0,1
INN30022,2,0,1,0,1,1,2,6,2017,12,7,2,0,0,0,105.25,0,1
INN20048,1,0,0,2,1,0,1,2,2018,6,3,1,0,0,0,90,0,1
INN23613,2,0,0,0,2,0,1,1,2018,1,8,2,0,0,0,0,1,1
INN07481,1,0,0,3,1,0,1,7,2017,12,29,1,0,0,0,65,0,1
INN24534,2,0,1,2,1,0,1,29,2017,11,6,1,0,0,0,63,0,1
INN03579,1,0,0,2,1,0,1,32,2017,11,20,1,0,0,0,73,0,1
INN00772,2,0,0,4,2,0,1,153,2018,7,27,2,0,0,0,91.38,1,1
INN33270,2,0,1,3,1,0,1,60,2017,10,12,1,0,0,0,65,1,1
INN18538,3,0,1,4,1,0,4,63,2018,4,25,2,0,0,0,134.47,2,1
INN03892,2,0,0,3,1,0,1,162,2017,9,17,1,0,0,0,70,0,1
INN12571,3,0,1,3,1,0,4,100,2018,8,25,2,0,0,0,150.3,1,1
INN17410,2,0,0,1,1,0,1,56,2018,6,8,1,0,0,0,120,0,1
INN30641,2,0,1,2,2,0,1,15,2018,8,29,2,0,0,0,118,1,1
INN14774,2,2,0,3,1,0,6,28,2018,6,2,2,0,0,0,332.57,1,1
INN32048,2,0,0,3,1,0,1,65,2017,10,8,1,0,0,0,72.25,0,1
INN17867,1,0,0,1,1,0,1,0,2018,12,13,3,1,3,22,67,0,1
INN00061,2,2,0,1,1,1,6,2,2018,9,2,2,0,0,0,258,1,1
INN31954,2,0,1,3,2,1,1,58,2018,10,31,2,0,0,0,90.68,2,1
INN05698,2,0,2,3,1,0,4,14,2017,9,4,2,0,0,0,78.54,1,1
INN25881,2,0,1,3,1,0,1,8,2018,6,20,2,0,0,0,128.5,2,1
INN31219,2,0,2,1,1,0,1,64,2018,2,7,1,0,0,0,65,0,1
INN15639,2,0,2,5,1,0,1,21,2018,12,20,2,0,0,0,88.4,1,1
INN30869,2,0,2,5,1,0,1,53,2018,8,8,1,0,0,0,85,0,1
INN02436,2,0,0,1,2,0,1,18,2017,12,18,2,0,0,0,75,2,1
INN25395,1,0,0,1,1,0,1,5,2018,2,24,2,0,0,0,71.84,1,1
INN35529,2,0,0,1,1,0,4,108,2018,9,22,2,0,0,0,115.04,1,1
INN07154,2,0,0,1,2,0,1,34,2017,10,8,2,0,0,0,86.4,2,1
INN04481,3,0,0,1,1,0,4,38,2018,8,17,2,0,0,0,168.3,0,1
INN01219,1,0,0,2,1,0,1,9,2017,11,11,3,0,0,0,79,1,1
INN32356,2,0,2,0,1,0,1,61,2017,10,4,1,0,0,0,91,0,1
INN28229,2,0,0,3,1,0,4,60,2018,12,8,2,0,0,0,126,3,1
INN30908,1,0,0,2,3,0,1,257,2017,7,1,1,0,0,0,80,0,1
INN31384,1,0,0,1,1,0,1,5,2017,9,22,3,0,0,0,65,0,1
INN24583,2,0,1,3,2,0,1,2,2018,6,16,1,0,0,0,72.25,0,1
INN31023,2,0,2,1,1,0,1,104,2018,7,2,2,0,0,0,88.01,2,1
INN18110,2,0,2,2,1,0,4,88,2018,10,8,2,0,0,0,132.3,3,1
INN02952,2,0,0,3,1,0,1,44,2018,2,17,1,0,0,0,75,0,1
INN26957,2,0,1,3,1,0,1,4,2018,6,2,2,0,0,0,128.59,1,1
INN11938,3,0,1,2,1,0,1,3,2018,10,7,2,0,0,0,166,1,1
INN13905,1,0,0,2,2,0,1,33,2018,11,11,2,0,0,0,104,1,1
INN19226,2,1,0,2,2,0,1,54,2018,9,9,1,0,0,0,121.68,1,1
INN18133,2,0,2,2,1,0,1,26,2017,12,26,1,0,0,0,43.5,1,1
INN18766,2,0,0,2,1,0,1,27,2017,9,18,2,0,0,0,124,2,1
INN19245,2,0,0,2,2,0,1,39,2018,2,19,2,0,0,0,75.8,1,1
INN13648,1,0,0,2,3,0,1,320,2018,8,18,1,0,0,0,90,0,1
INN18699,2,0,0,3,2,0,1,3,2018,6,15,2,0,0,0,132,1,1
INN27003,3,0,0,3,1,0,1,157,2018,12,8,1,0,0,0,92.65,0,1
INN18600,1,0,1,5,1,0,1,349,2018,10,4,1,0,0,0,96.67,0,1
INN29230,2,0,0,2,3,0,1,74,2017,9,18,1,0,0,0,109,0,1
INN10449,2,0,0,4,1,0,1,62,2018,4,5,2,0,0,0,99.45,1,1
INN26506,2,0,0,4,1,0,1,7,2017,12,30,1,0,0,0,71,0,1
INN22298,2,0,2,4,1,0,1,9,2017,9,12,2,0,0,0,130.17,2,1
INN33400,2,0,2,2,2,0,1,10,2018,10,7,2,1,0,1,134.5,4,1
INN06339,2,10,0,2,1,0,4,37,2018,1,12,2,0,0,0,84.45,1,1
INN07132,2,0,0,2,1,0,1,93,2018,4,20,2,0,0,0,96.3,1,1
INN33106,1,0,0,2,1,0,1,86,2017,9,24,1,0,0,0,87.5,0,1
INN20754,1,0,1,0,1,0,1,24,2018,9,12,2,0,0,0,108,1,1
INN19084,1,0,0,1,1,0,1,16,2018,3,11,3,0,0,0,75,0,1
INN19027,2,0,1,1,1,0,1,60,2017,9,21,1,0,0,0,65,0,1
INN15105,1,0,1,1,2,0,1,5,2018,4,11,1,0,0,0,99,1,1
INN20909,2,0,0,2,3,0,1,74,2017,9,18,1,0,0,0,109,0,1
INN12555,2,0,0,1,1,0,1,3,2018,1,14,2,1,11,4,83.9,1,1
INN27911,2,0,0,1,2,0,1,9,2018,2,3,2,0,0,0,90,0,1
INN19878,2,0,1,0,1,0,1,6,2017,12,27,3,1,0,1,75,0,1
INN22483,0,2,0,3,1,0,2,1,2017,12,23,2,0,0,0,6,0,1
INN25186,1,0,1,0,1,0,1,0,2017,10,18,2,0,0,0,114,0,1
INN26609,2,0,2,9,1,0,1,72,2017,12,23,1,0,0,0,58.91,1,1
INN05358,2,0,0,1,1,0,1,238,2018,9,9,1,0,0,0,80.75,0,1
INN12573,2,0,0,4,1,0,1,245,2018,9,28,1,0,0,0,80.75,0,1
INN20220,2,0,0,2,1,0,1,30,2018,6,2,1,0,0,0,140,0,1
INN23137,1,0,0,1,2,0,1,0,2018,9,1,2,0,0,0,149,0,1
INN05879,2,0,1,3,1,0,1,210,2017,10,8,1,0,0,0,72.75,0,1
INN01855,2,0,1,2,1,0,4,4,2018,12,9,2,0,0,0,118.67,1,1
INN00570,2,0,2,2,1,0,4,89,2018,9,16,2,0,0,0,149.4,1,1
INN24698,2,0,0,3,1,0,1,103,2018,5,4,1,0,0,0,80,0,1
INN14571,1,0,1,4,3,0,1,12,2017,10,5,1,0,0,0,110.5,0,1
INN22668,1,0,0,2,1,0,1,44,2017,9,17,2,0,0,0,85.5,1,1
INN03945,2,0,0,2,1,1,1,9,2017,8,20,2,0,0,0,99,3,1
INN01364,3,0,1,2,1,0,4,222,2018,12,2,2,0,0,0,110.7,2,1
INN26783,2,0,1,1,1,0,1,159,2018,4,9,1,0,0,0,70,1,1
INN34895,2,0,0,2,2,0,1,36,2018,9,1,2,0,0,0,99,2,1
INN03877,2,0,2,1,2,0,1,67,2017,12,5,2,0,0,0,95.4,2,1
INN04034,2,0,2,5,1,0,4,146,2018,8,20,2,0,0,0,116.23,3,1
INN15349,3,0,0,1,1,0,4,1,2018,12,6,2,0,0,0,154,2,1
INN27177,2,2,2,2,1,0,6,14,2018,2,21,2,0,0,0,147.9,1,1
INN05186,1,0,1,0,1,0,1,12,2018,10,9,3,1,0,1,65,0,1
INN03181,2,0,0,2,2,0,1,1,2017,9,9,2,0,0,0,115,1,1
INN01709,2,0,1,0,1,0,4,3,2017,11,30,5,0,0,0,0,2,1
INN21327,2,0,0,2,1,0,1,1,2017,9,30,1,1,1,0,102.6,0,1
INN34652,2,0,2,1,1,0,1,282,2017,10,10,1,0,0,0,76.67,0,1
INN16517,2,0,1,5,1,0,1,124,2018,3,15,1,0,0,0,48.33,1,1
INN26422,2,0,2,3,1,0,1,39,2018,11,20,2,0,0,0,88.4,2,1
INN19494,2,0,0,2,3,0,1,14,2017,9,17,1,0,0,0,82,0,1
INN07953,1,0,0,2,1,0,4,10,2018,2,19,2,0,0,0,112,0,1
INN18335,1,0,0,2,3,0,1,346,2018,9,13,1,0,0,0,90,0,1
INN13358,2,0,0,3,1,0,1,109,2018,9,7,2,0,0,0,129.6,1,1
INN06701,1,0,2,3,1,0,4,36,2018,9,11,3,0,0,0,110,0,1
INN02986,1,0,0,2,1,0,1,164,2017,10,2,1,0,0,0,100,0,1
INN01456,2,2,1,3,1,0,6,77,2018,5,2,2,0,0,0,187.85,1,1
INN18132,2,1,2,1,1,0,6,61,2018,3,20,2,0,0,0,171,0,1
INN05539,2,0,0,3,1,0,4,72,2017,12,30,2,0,0,0,120.67,0,1
INN00883,2,0,2,3,1,0,4,92,2018,12,22,2,0,0,0,96.9,1,1
INN30196,1,0,0,2,1,0,1,32,2017,11,20,1,0,0,0,73,0,1
INN26120,1,0,0,3,1,0,1,28,2017,11,3,2,0,0,0,75.18,1,1
INN13400,2,0,0,2,1,0,1,22,2018,5,20,1,0,0,0,140,0,1
INN34759,1,0,2,3,1,0,1,115,2018,2,27,1,0,0,0,75,0,1
INN33635,2,0,2,1,1,0,1,101,2018,10,23,1,0,0,0,80.75,0,1
INN02024,2,0,0,1,2,0,1,0,2018,9,20,2,0,0,0,180,0,1
INN31775,2,0,0,1,1,0,1,92,2018,11,11,1,0,0,0,90,0,1
INN19140,2,1,2,1,1,0,1,61,2018,11,26,1,0,0,0,90,0,1
INN04346,2,0,0,2,3,0,1,0,2017,8,14,1,0,0,0,109,0,1
INN14171,2,0,1,1,1,0,1,30,2018,5,23,2,0,0,0,117.9,1,1
INN21113,2,0,0,1,1,0,1,33,2018,11,26,2,0,0,0,113,1,1
INN00686,2,0,1,3,1,0,4,61,2018,3,21,2,0,0,0,102,0,1
INN03617,2,0,1,2,1,0,1,124,2018,6,10,2,0,0,0,126.9,2,1
INN33194,1,0,0,1,2,0,1,9,2018,5,18,2,1,0,1,124,1,1
INN28920,2,0,2,1,1,0,4,44,2018,9,10,2,0,0,0,149.4,2,1
INN19894,2,0,0,3,2,0,1,39,2018,6,21,2,0,0,0,68.61,1,1
INN11176,2,0,0,2,1,0,1,15,2018,9,2,2,0,0,0,138,2,1
INN23111,2,1,0,2,1,0,1,18,2018,12,30,2,0,0,0,158,2,1
INN11782,1,0,0,1,1,0,1,3,2018,2,2,2,0,0,0,79,0,1
INN10511,2,0,0,2,1,0,1,26,2018,8,30,2,0,0,0,122,2,1
INN14187,2,0,1,1,1,0,1,5,2017,9,19,2,0,0,0,135.5,0,1
INN08674,1,0,0,2,1,0,1,52,2018,9,16,1,0,0,0,75,0,1
INN00571,1,0,0,2,1,0,1,63,2018,4,26,2,0,0,0,109.35,2,1
INN15817,3,0,2,5,3,0,4,70,2018,12,3,2,0,0,0,167.45,1,1
INN27991,1,0,0,2,1,0,1,192,2018,6,24,1,0,0,0,95,0,1
INN10492,2,0,0,1,1,0,4,0,2017,10,6,2,0,0,0,136,1,1
INN03755,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,101.5,0,1
INN02912,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,101.5,0,1
INN28479,1,0,0,1,1,0,1,6,2018,4,7,4,0,0,0,95,0,1
INN26479,2,0,0,2,2,0,1,24,2018,2,26,2,0,0,0,79,1,1
INN19712,2,0,1,3,1,0,4,1,2018,1,4,2,0,0,0,99,0,1
INN09312,1,0,1,1,1,0,1,45,2018,9,12,1,0,0,0,81,0,1
INN11546,2,1,0,2,1,0,1,59,2018,4,5,2,0,0,0,121.5,2,1
INN17919,3,0,0,4,3,0,1,65,2018,12,21,1,0,0,0,122.65,0,1
INN24461,2,0,1,1,3,0,1,88,2017,10,5,1,0,0,0,112.2,0,1
INN28457,1,0,2,2,1,0,1,11,2017,10,23,1,0,0,0,75.25,0,1
INN10535,2,0,0,2,1,0,4,67,2018,4,22,1,0,0,0,90.95,1,1
INN31190,2,1,0,3,1,0,1,15,2018,10,6,2,0,0,0,138.5,0,1
INN28365,1,0,1,0,1,1,1,3,2018,12,5,3,1,0,3,67,1,1
INN04965,2,0,1,0,1,0,4,0,2018,5,23,2,0,0,0,176,1,1
INN21891,2,0,2,5,1,1,1,191,2018,7,16,2,0,0,0,99.95,1,1
INN14496,2,0,2,1,1,0,1,12,2017,9,12,2,0,0,0,95.48,1,1
INN27346,1,0,1,0,1,0,1,13,2018,3,20,2,0,0,0,6,0,1
INN20340,2,0,2,1,1,0,1,3,2018,4,23,1,0,0,0,47.5,1,1
INN21672,2,0,1,4,1,0,1,336,2018,9,21,1,0,0,0,78,0,1
INN18672,1,0,0,4,2,0,1,37,2018,7,20,2,0,0,0,131.03,1,1
INN00355,2,0,2,2,1,0,4,77,2018,5,14,2,0,0,0,134.85,1,1
INN02259,2,0,1,2,1,0,1,40,2018,10,24,1,0,0,0,85,0,1
INN33936,2,0,2,3,1,0,1,125,2017,10,15,2,0,0,0,89.25,1,1
INN17138,1,0,0,2,1,0,1,18,2018,2,9,2,0,0,0,67.22,1,1
INN34065,2,0,2,5,1,0,1,94,2018,4,12,2,0,0,0,69.1,1,1
INN28567,1,0,0,2,1,0,4,20,2018,2,9,2,0,0,0,63.22,1,1
INN33180,1,0,0,1,1,0,1,0,2018,5,31,5,0,0,0,0,0,1
INN01841,1,0,0,2,1,0,1,14,2017,10,15,1,0,0,0,100,0,1
INN35622,2,0,1,2,1,0,1,1,2018,6,17,1,0,0,0,75,1,1
INN32146,1,0,0,1,1,0,1,0,2018,3,16,3,1,1,4,65,1,1
INN20258,1,0,0,2,1,0,1,22,2017,8,26,3,0,0,0,65,0,1
INN27338,2,0,0,4,1,0,1,3,2017,9,8,2,0,0,0,124,0,1
INN29211,1,0,1,1,3,0,1,3,2018,5,21,1,0,0,0,91,1,1
INN18910,2,0,2,2,1,0,1,11,2017,10,23,1,0,0,0,88.5,0,1
INN34238,2,0,1,1,1,0,1,45,2018,5,21,2,0,0,0,126.9,2,1
INN09293,2,0,2,2,1,0,4,107,2018,4,15,2,0,0,0,95.2,1,1
INN02612,1,0,1,1,1,0,1,5,2018,5,23,1,0,0,0,100,1,1
INN15201,1,2,0,3,1,0,6,1,2017,10,6,2,0,0,0,221.33,2,1
INN16886,2,0,0,2,1,0,1,30,2018,9,15,2,0,0,0,104.64,1,1
INN23046,2,0,0,2,2,0,4,0,2017,9,2,2,0,0,0,105.5,0,1
INN18761,2,0,0,2,1,0,1,2,2017,9,10,2,0,0,0,152,2,1
INN27577,2,0,2,3,1,0,4,65,2018,4,8,2,0,0,0,112.2,1,1
INN25995,1,0,1,1,1,0,1,7,2018,8,27,2,0,0,0,134,0,1
INN08481,2,0,1,1,1,0,4,14,2018,8,15,2,0,0,0,166,1,1
INN00877,2,1,2,1,2,0,1,73,2018,4,3,2,0,0,0,94,1,1
INN21925,2,0,0,3,1,0,1,160,2017,12,30,1,0,0,0,70.67,0,1
INN30287,2,0,2,3,1,0,4,138,2018,6,12,1,0,0,0,90.95,0,1
INN24031,2,0,1,2,1,0,1,57,2018,6,10,1,0,0,0,90.67,1,1
INN20674,1,0,0,2,1,0,1,151,2018,1,19,1,0,0,0,71,0,1
INN13355,2,0,1,2,1,0,4,62,2018,4,1,2,0,0,0,106.2,0,1
INN02690,2,0,1,2,1,0,1,89,2018,5,9,1,0,0,0,75,0,1
INN07674,2,0,0,2,1,0,1,0,2017,12,31,2,0,0,0,135,1,1
INN25835,2,0,0,2,1,0,1,12,2018,1,19,1,0,0,0,80,0,1
INN32407,2,0,1,2,1,0,1,86,2018,5,20,1,0,0,0,65,1,1
INN02298,3,0,1,5,1,1,4,110,2018,8,1,2,0,0,0,148.2,1,1
INN21167,2,0,0,1,1,0,1,27,2018,6,9,1,0,0,0,120,0,1
INN06755,1,0,0,2,1,0,1,151,2018,1,19,1,0,0,0,71,0,1
INN15986,2,0,1,1,1,0,1,159,2018,4,9,1,0,0,0,70,1,1
INN27906,2,0,2,2,1,0,1,195,2018,10,28,2,0,0,0,96.3,2,1
INN31710,2,0,0,4,1,0,1,22,2017,12,8,1,0,0,0,43.5,0,1
INN21790,1,0,0,1,1,0,1,43,2017,10,23,2,0,0,0,0,0,1
INN25783,2,0,0,2,3,0,1,39,2017,8,14,1,0,0,0,109,0,1
INN23630,2,0,2,4,1,0,1,150,2018,7,24,2,0,0,0,99.45,2,1
INN21312,2,0,0,1,1,0,4,31,2018,10,7,2,0,0,0,157.5,0,1
INN28981,2,1,2,2,1,0,4,168,2018,8,20,2,0,0,0,99.87,1,1
INN13836,2,0,1,2,1,0,1,126,2018,8,8,1,0,0,0,86.36,0,1
INN34777,1,0,2,2,1,0,1,124,2018,11,6,2,0,0,0,146.03,3,1
INN20549,2,0,0,4,1,0,1,31,2018,2,3,2,0,0,0,80.3,0,1
INN24324,1,0,0,1,1,0,1,14,2018,10,26,1,0,0,0,95,0,1
INN13595,3,0,0,2,2,1,1,18,2018,1,21,2,0,0,0,75,1,1
INN11942,2,0,1,4,1,0,1,336,2018,9,21,1,0,0,0,78,0,1
INN33280,2,0,2,2,2,0,1,214,2018,9,30,2,0,0,0,96.9,2,1
INN14100,2,0,0,2,3,0,1,74,2017,9,18,1,0,0,0,101.5,0,1
INN24199,2,0,0,2,2,0,1,36,2018,11,8,2,0,0,0,142.45,1,1
INN05568,2,0,0,2,1,0,1,20,2017,10,7,2,0,0,0,107,2,1
INN08349,1,0,0,4,1,0,1,92,2017,10,7,1,0,0,0,65,0,1
INN29924,2,0,2,1,3,0,1,145,2017,8,29,1,0,0,0,94.5,0,1
INN12144,1,0,0,1,1,0,4,7,2018,9,13,2,0,0,0,184,2,1
INN02296,2,0,1,0,1,0,1,29,2018,1,4,2,0,0,0,75.95,1,1
INN24397,2,0,1,2,1,0,1,66,2018,4,1,2,0,0,0,92.7,1,1
INN33099,1,0,0,2,2,0,1,3,2018,9,15,2,0,0,0,149,2,1
INN14738,1,0,1,0,2,0,1,0,2018,6,19,2,1,0,1,129,2,1
INN28882,2,0,1,3,2,0,1,34,2018,3,14,2,0,0,0,71.1,1,1
INN36052,1,0,0,1,2,0,1,0,2018,6,28,2,0,0,0,137,0,1
INN23068,0,2,2,1,1,0,2,82,2018,7,23,2,0,0,0,97.54,1,1
INN23691,2,0,2,4,3,0,1,327,2017,9,9,1,0,0,0,88,1,1
INN22488,2,0,1,3,2,0,1,37,2018,2,4,2,0,0,0,69.5,1,1
INN34726,3,0,2,3,1,0,4,7,2018,5,29,2,0,0,0,141.95,2,1
INN08744,3,0,0,1,1,0,4,5,2018,11,25,2,0,0,0,161,2,1
INN36083,2,0,1,4,2,0,1,5,2018,3,21,2,0,0,0,107,1,1
INN18896,1,0,1,0,2,0,5,1,2018,9,26,2,0,0,0,195,0,1
INN03611,2,0,0,4,1,0,1,8,2018,2,17,2,0,0,0,93.5,1,1
INN08407,2,0,2,1,1,0,1,306,2018,8,14,2,0,0,0,95.4,3,1
INN19230,2,0,1,2,1,0,4,54,2018,8,19,2,0,0,0,149.4,2,1
INN23180,1,0,0,3,1,0,4,120,2018,10,13,2,0,0,0,132.3,2,1
INN10265,1,0,0,1,1,0,1,164,2017,10,2,1,0,0,0,100,0,1
INN16594,2,0,1,2,1,0,4,95,2018,4,11,2,0,0,0,68.2,0,1
INN15409,2,0,0,4,1,0,1,2,2018,11,22,2,0,0,0,97.54,1,1
